crop,province,year,variable,value_base,value_pdf,ref_source
rice_mid_indica,河南,2022,家庭用工折价,997.7,254.83,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,平均出售价格,138.595,119.84,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,总成本,2011.79,1057.27,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,每亩用工数量,11.41,3.53,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,物质与服务费用,571.84,514.66,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,生产成本,1679.49,896.81,pdf_patch:2023.pdf
rice_mid_indica,河南,2022,自营地折租,325.12,134.29,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,主产品产值,1531.81,1369.44,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,主产品产量,576.21,544.92,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,产值合计,1554.09,1381.94,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,人工成本,1148.84,433.61,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,家庭用工折价,1116.73,310.39,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,平均出售价格,129.29,125.66,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,总成本,1675.77,1319.99,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,每亩用工数量,12.0,4.02,pdf_patch:2023.pdf
rice_mid_indica,湖北,2022,生产成本,1584.32,1139.54,pdf_patch:2023.pdf
rice_mid_indica,福建,2022,人工成本,793.26,544.18,pdf_patch:2023.pdf
rice_mid_indica,福建,2022,家庭用工折价,754.2,463.44,pdf_patch:2023.pdf
rice_mid_indica,福建,2022,平均出售价格,143.17000000000002,142.12,pdf_patch:2023.pdf
rice_mid_indica,福建,2022,总成本,1408.84,1365.13,pdf_patch:2023.pdf
rice_mid_indica,福建,2022,每亩用工数量,8.25,5.31,pdf_patch:2023.pdf
rice_mid_indica,福建,2022,生产成本,1270.61,1127.26,pdf_patch:2023.pdf
soybean,内蒙古,2004,主产品产值,505.24,158.21,md_patch:2005.md
soybean,内蒙古,2004,主产品产量,147.1,60.8,md_patch:2005.md
soybean,内蒙古,2004,产值合计,526.59,179.74,md_patch:2005.md
soybean,内蒙古,2004,人工成本,141.11,56.37,md_patch:2005.md
soybean,内蒙古,2004,化肥费,43.95,25.16,md_patch:2005.md
soybean,内蒙古,2004,家庭用工天数,10.3,3.65,md_patch:2005.md
soybean,内蒙古,2004,家庭用工折价,141.11,50.01,md_patch:2005.md
soybean,内蒙古,2004,工具材料费,2.5,1.26,md_patch:2005.md
soybean,内蒙古,2004,平均出售价格,150.92000000000002,130.11,md_patch:2005.md
soybean,内蒙古,2004,总成本,326.29,243.75,md_patch:2005.md
soybean,内蒙古,2004,排灌费,4.79,4.5,md_patch:2005.md
soybean,内蒙古,2004,每亩化肥折纯用量,11.32,4.82,md_patch:2005.md
soybean,内蒙古,2004,每亩化肥用量,11.32,4.82,md_patch:2005.md
soybean,内蒙古,2004,每亩用工数量,10.3,3.89,md_patch:2005.md
soybean,内蒙古,2004,每亩种子用量,9.75,5.83,md_patch:2005.md
soybean,内蒙古,2004,物质与服务费用,154.07,138.35,md_patch:2005.md
soybean,内蒙古,2004,生产成本,295.18,194.72,md_patch:2005.md
soybean,内蒙古,2004,畜力费,31.17,1.9,md_patch:2005.md
soybean,内蒙古,2004,种子费,41.07,26.59,md_patch:2005.md
soybean,内蒙古,2004,雇工工价,30.0,26.5,md_patch:2005.md
soybean,吉林,2004,人工成本,187.85,110.77,md_patch:2005.md
soybean,吉林,2004,其他直接费用,1.2,0.07,md_patch:2005.md
soybean,吉林,2004,农家肥费,11.69,2.76,md_patch:2005.md
soybean,吉林,2004,家庭用工天数,13.45,5.0,md_patch:2005.md
soybean,吉林,2004,家庭用工折价,184.27,68.5,md_patch:2005.md
soybean,吉林,2004,平均出售价格,148.81,131.61,md_patch:2005.md
soybean,吉林,2004,总成本,355.73,344.59,md_patch:2005.md
soybean,吉林,2004,每亩化肥折纯用量,8.13,6.62,md_patch:2005.md
soybean,吉林,2004,每亩化肥用量,8.13,6.62,md_patch:2005.md
soybean,吉林,2004,每亩用工数量,13.76,6.77,md_patch:2005.md
soybean,吉林,2004,每亩种子用量,8.8,4.43,md_patch:2005.md
soybean,吉林,2004,物质与服务费用,126.91,124.35,md_patch:2005.md
soybean,吉林,2004,生产成本,314.76,235.12,md_patch:2005.md
soybean,吉林,2004,畜力费,33.05,15.19,md_patch:2005.md
soybean,吉林,2004,种子费,30.25,23.19,md_patch:2005.md
soybean,吉林,2004,销售费,5.83,0.95,md_patch:2005.md
soybean,山西,2004,农药费,6.75,2.26,md_patch:2005.md
soybean,山西,2004,土地成本,37.86,30.06,md_patch:2005.md
soybean,山西,2004,平均出售价格,150.885,145.14,md_patch:2005.md
soybean,山西,2004,种子费,24.78,18.13,md_patch:2005.md
soybean,山西,2004,自营地折租,34.69,22.37,md_patch:2005.md
soybean,河北,2004,主产品产值,543.89,540.7,md_patch:2005.md
soybean,河北,2004,产值合计,552.72,545.56,md_patch:2005.md
soybean,河北,2004,修理维护费,2.48,0.92,md_patch:2005.md
soybean,河北,2004,农家肥费,3.19,0.75,md_patch:2005.md
soybean,河北,2004,农药费,7.53,5.49,md_patch:2005.md
soybean,河北,2004,工具材料费,1.71,0.76,md_patch:2005.md
soybean,河北,2004,平均出售价格,174.755,171.65,md_patch:2005.md
soybean,河北,2004,每亩种子用量,5.95,5.84,md_patch:2005.md
soybean,河北,2004,种子费,25.4,23.69,md_patch:2005.md
soybean,河北,2004,销售费,1.67,0.09,md_patch:2005.md
soybean,辽宁,2004,人工成本,178.07,102.51,md_patch:2005.md
soybean,辽宁,2004,其他直接费用,0.51,0.49,md_patch:2005.md
soybean,辽宁,2004,固定资产折旧,4.03,2.42,md_patch:2005.md
soybean,辽宁,2004,家庭用工天数,12.91,6.67,md_patch:2005.md
soybean,辽宁,2004,家庭用工折价,176.87,91.38,md_patch:2005.md
soybean,辽宁,2004,工具材料费,2.67,1.46,md_patch:2005.md
soybean,辽宁,2004,平均出售价格,163.11,138.57,md_patch:2005.md
soybean,辽宁,2004,每亩用工数量,12.95,7.27,md_patch:2005.md
soybean,辽宁,2004,每亩种子用量,6.75,4.7,md_patch:2005.md
soybean,辽宁,2004,生产成本,264.99,247.79,md_patch:2005.md
soybean,辽宁,2004,种子费,25.51,24.54,md_patch:2005.md
soybean,辽宁,2004,雇工工价,30.0,18.55,md_patch:2005.md
soybean,黑龙江,2004,主产品产值,349.03,325.88,md_patch:2005.md
soybean,黑龙江,2004,产值合计,355.48,335.81,md_patch:2005.md
soybean,黑龙江,2004,人工成本,109.75,45.54,md_patch:2005.md
soybean,黑龙江,2004,农家肥费,1.52,0.38,md_patch:2005.md
soybean,黑龙江,2004,家庭用工天数,7.56,2.55,md_patch:2005.md
soybean,黑龙江,2004,家庭用工折价,103.57,34.94,md_patch:2005.md
soybean,黑龙江,2004,平均出售价格,139.04000000000002,125.53,md_patch:2005.md
soybean,黑龙江,2004,每亩化肥折纯用量,9.62,8.62,md_patch:2005.md
soybean,黑龙江,2004,每亩化肥用量,9.62,8.62,md_patch:2005.md
soybean,黑龙江,2004,每亩用工数量,7.93,3.04,md_patch:2005.md
soybean,黑龙江,2004,每亩种子用量,6.08,5.1,md_patch:2005.md
soybean,黑龙江,2004,生产成本,206.13,169.55,md_patch:2005.md
soybean,黑龙江,2004,畜力费,16.86,0.29,md_patch:2005.md
soybean,黑龙江,2004,种子费,22.16,19.01,md_patch:2005.md
soybean,内蒙古,2005,农药费,9.38,7.21,md_patch:2006.md
soybean,内蒙古,2005,平均出售价格,128.995,121.3,md_patch:2006.md
soybean,内蒙古,2005,排灌费,3.14,3.09,md_patch:2006.md
soybean,内蒙古,2005,种子费,22.98,22.67,md_patch:2006.md
soybean,内蒙古,2005,管理费,0.13,0.09,md_patch:2006.md
soybean,内蒙古,2005,销售费,0.81,0.21,md_patch:2006.md
soybean,吉林,2005,主产品产值,459.24,418.59,md_patch:2006.md
soybean,吉林,2005,产值合计,470.84,429.44,md_patch:2006.md
soybean,吉林,2005,人工成本,307.59,98.69,md_patch:2006.md
soybean,吉林,2005,农家肥费,13.43,3.78,md_patch:2006.md
soybean,吉林,2005,家庭用工天数,19.99,4.89,md_patch:2006.md
soybean,吉林,2005,家庭用工折价,305.85,74.82,md_patch:2006.md
soybean,吉林,2005,工具材料费,2.44,1.48,md_patch:2006.md
soybean,吉林,2005,平均出售价格,158.83499999999998,123.41,md_patch:2006.md
soybean,吉林,2005,总成本,464.97,354.23,md_patch:2006.md
soybean,吉林,2005,排灌费,0.09,0.01,md_patch:2006.md
soybean,吉林,2005,每亩用工数量,20.15,5.78,md_patch:2006.md
soybean,吉林,2005,每亩种子用量,8.23,4.08,md_patch:2006.md
soybean,吉林,2005,生产成本,414.46,227.25,md_patch:2006.md
soybean,吉林,2005,畜力费,26.75,10.22,md_patch:2006.md
soybean,吉林,2005,种子费,31.9,21.53,md_patch:2006.md
soybean,吉林,2005,销售费,2.79,1.25,md_patch:2006.md
soybean,山西,2005,修理维护费,1.09,0.13,md_patch:2006.md
soybean,山西,2005,农药费,8.14,2.81,md_patch:2006.md
soybean,山西,2005,平均出售价格,136.89,131.18,md_patch:2006.md
soybean,山西,2005,排灌费,3.57,2.05,md_patch:2006.md
soybean,河北,2005,其他直接费用,0.88,0.38,md_patch:2006.md
soybean,河北,2005,农药费,8.45,4.28,md_patch:2006.md
soybean,河北,2005,平均出售价格,136.07999999999998,140.13,md_patch:2006.md
soybean,河北,2005,每亩种子用量,7.01,5.33,md_patch:2006.md
soybean,河北,2005,畜力费,1.47,0.75,md_patch:2006.md
soybean,河北,2005,种子费,26.03,24.25,md_patch:2006.md
soybean,河北,2005,管理费,0.32,0.03,md_patch:2006.md
soybean,河北,2005,销售费,0.58,0.01,md_patch:2006.md
soybean,河北,2005,雇工天数,0.08,0.01,md_patch:2006.md
soybean,河北,2005,雇工工价,24.13,7.0,md_patch:2006.md
soybean,河北,2005,雇工费用,1.93,0.07,md_patch:2006.md
soybean,辽宁,2005,人工成本,198.6,99.03,md_patch:2006.md
soybean,辽宁,2005,固定资产折旧,3.88,1.82,md_patch:2006.md
soybean,辽宁,2005,家庭用工天数,12.97,5.42,md_patch:2006.md
soybean,辽宁,2005,家庭用工折价,198.44,82.93,md_patch:2006.md
soybean,辽宁,2005,平均出售价格,148.345,131.26,md_patch:2006.md
soybean,辽宁,2005,每亩用工数量,12.98,6.16,md_patch:2006.md
soybean,辽宁,2005,每亩种子用量,6.87,4.7,md_patch:2006.md
soybean,辽宁,2005,生产成本,261.6,225.47,md_patch:2006.md
soybean,辽宁,2005,种子费,23.91,21.0,md_patch:2006.md
soybean,辽宁,2005,销售费,2.76,2.71,md_patch:2006.md
soybean,黑龙江,2005,人工成本,103.98,50.48,md_patch:2006.md
soybean,黑龙江,2005,农家肥费,4.74,0.27,md_patch:2006.md
soybean,黑龙江,2005,家庭用工天数,6.19,2.64,md_patch:2006.md
soybean,黑龙江,2005,家庭用工折价,94.71,40.39,md_patch:2006.md
soybean,黑龙江,2005,平均出售价格,131.49,121.21,md_patch:2006.md
soybean,黑龙江,2005,每亩用工数量,6.69,3.04,md_patch:2006.md
soybean,黑龙江,2005,每亩种子用量,5.57,5.1,md_patch:2006.md
soybean,黑龙江,2005,生产成本,193.73,178.64,md_patch:2006.md
soybean,黑龙江,2005,畜力费,10.79,0.13,md_patch:2006.md
soybean,黑龙江,2005,种子费,19.43,18.7,md_patch:2006.md
soybean,黑龙江,2005,雇工天数,0.5,0.4,md_patch:2006.md
soybean,内蒙古,2019,主产品产值,592.4,328.84,pdf_patch:2020.pdf
soybean,内蒙古,2019,主产品产量,156.7,95.83,pdf_patch:2020.pdf
soybean,内蒙古,2019,产值合计,597.11,345.54,pdf_patch:2020.pdf
soybean,内蒙古,2019,人工成本,256.0,61.81,pdf_patch:2020.pdf
soybean,内蒙古,2019,农药费,24.25,19.29,pdf_patch:2020.pdf
soybean,内蒙古,2019,土地成本,337.74,204.7,pdf_patch:2020.pdf
soybean,内蒙古,2019,家庭用工天数,2.85,0.51,pdf_patch:2020.pdf
soybean,内蒙古,2019,家庭用工折价,246.01,44.31,pdf_patch:2020.pdf
soybean,内蒙古,2019,工具材料费,3.96,2.21,pdf_patch:2020.pdf
soybean,内蒙古,2019,平均出售价格,180.295,171.57,pdf_patch:2020.pdf
soybean,内蒙古,2019,总成本,747.83,474.75,pdf_patch:2020.pdf
soybean,内蒙古,2019,排灌费,5.35,0.08,pdf_patch:2020.pdf
soybean,内蒙古,2019,每亩用工数量,2.95,0.64,pdf_patch:2020.pdf
soybean,内蒙古,2019,流转地租金,89.96,29.36,pdf_patch:2020.pdf
soybean,内蒙古,2019,生产成本,410.09,270.05,pdf_patch:2020.pdf
soybean,内蒙古,2019,种子费,44.2,35.9,pdf_patch:2020.pdf
soybean,内蒙古,2019,自营地折租,247.78,175.34,pdf_patch:2020.pdf
soybean,吉林,2019,人工成本,438.18,259.06,pdf_patch:2020.pdf
soybean,吉林,2019,修理维护费,1.41,0.22,pdf_patch:2020.pdf
soybean,吉林,2019,固定资产折旧,2.95,0.4,pdf_patch:2020.pdf
soybean,吉林,2019,家庭用工天数,5.0,2.1,pdf_patch:2020.pdf
soybean,吉林,2019,家庭用工折价,431.9,181.57,pdf_patch:2020.pdf
soybean,吉林,2019,工具材料费,3.09,2.25,pdf_patch:2020.pdf
soybean,吉林,2019,平均出售价格,196.05,170.48,pdf_patch:2020.pdf
soybean,吉林,2019,每亩用工数量,5.09,2.77,pdf_patch:2020.pdf
soybean,吉林,2019,每亩种子用量,5.73,3.52,pdf_patch:2020.pdf
soybean,吉林,2019,生产成本,495.55,485.49,pdf_patch:2020.pdf
soybean,山西,2019,主产品产值,727.51,531.52,pdf_patch:2020.pdf
soybean,山西,2019,主产品产量,152.54,116.31,pdf_patch:2020.pdf
soybean,山西,2019,产值合计,746.31,531.52,pdf_patch:2020.pdf
soybean,山西,2019,修理维护费,2.18,0.77,pdf_patch:2020.pdf
soybean,山西,2019,农药费,27.94,5.53,pdf_patch:2020.pdf
soybean,山西,2019,固定资产折旧,3.27,0.68,pdf_patch:2020.pdf
soybean,山西,2019,土地成本,171.19,162.97,pdf_patch:2020.pdf
soybean,山西,2019,工具材料费,2.5,2.46,pdf_patch:2020.pdf
soybean,山西,2019,平均出售价格,233.48,228.49,pdf_patch:2020.pdf
soybean,山西,2019,排灌费,37.2,11.65,pdf_patch:2020.pdf
soybean,山西,2019,流转地租金,12.55,9.28,pdf_patch:2020.pdf
soybean,山西,2019,自营地折租,158.64,153.69,pdf_patch:2020.pdf
soybean,山西,2019,雇工工价,92.08,81.67,pdf_patch:2020.pdf
soybean,河北,2019,农家肥费,13.04,3.63,pdf_patch:2020.pdf
soybean,河北,2019,农药费,24.31,15.34,pdf_patch:2020.pdf
soybean,河北,2019,土地成本,236.15,198.86,pdf_patch:2020.pdf
soybean,河北,2019,平均出售价格,204.655,206.78,pdf_patch:2020.pdf
soybean,河北,2019,机械作业费,62.81,56.44,pdf_patch:2020.pdf
soybean,河北,2019,每亩种子用量,6.14,5.05,pdf_patch:2020.pdf
soybean,河北,2019,种子费,48.56,44.8,pdf_patch:2020.pdf
soybean,辽宁,2019,主产品产值,633.51,611.62,pdf_patch:2020.pdf
soybean,辽宁,2019,产值合计,645.84,627.55,pdf_patch:2020.pdf
soybean,辽宁,2019,人工成本,211.29,206.92,pdf_patch:2020.pdf
soybean,辽宁,2019,修理维护费,1.29,0.77,pdf_patch:2020.pdf
soybean,辽宁,2019,固定资产折旧,4.09,1.45,pdf_patch:2020.pdf
soybean,辽宁,2019,家庭用工天数,2.45,2.27,pdf_patch:2020.pdf
soybean,辽宁,2019,家庭用工折价,211.29,196.43,pdf_patch:2020.pdf
soybean,辽宁,2019,工具材料费,2.64,1.97,pdf_patch:2020.pdf
soybean,辽宁,2019,平均出售价格,196.075,183.35,pdf_patch:2020.pdf
soybean,辽宁,2019,每亩用工数量,2.45,2.38,pdf_patch:2020.pdf
soybean,辽宁,2019,每亩种子用量,5.97,3.78,pdf_patch:2020.pdf
soybean,辽宁,2019,燃料动力费,4.54,0.26,pdf_patch:2020.pdf
soybean,辽宁,2019,种子费,61.82,40.83,pdf_patch:2020.pdf
soybean,辽宁,2019,雇工工价,120.0,95.42,pdf_patch:2020.pdf
soybean,黑龙江,2019,主产品产值,535.72,452.8,pdf_patch:2020.pdf
soybean,黑龙江,2019,产值合计,555.0,462.28,pdf_patch:2020.pdf
soybean,黑龙江,2019,人工成本,487.53,175.34,pdf_patch:2020.pdf
soybean,黑龙江,2019,修理维护费,2.41,0.08,pdf_patch:2020.pdf
soybean,黑龙江,2019,固定资产折旧,2.62,0.36,pdf_patch:2020.pdf
soybean,黑龙江,2019,家庭用工天数,5.64,1.43,pdf_patch:2020.pdf
soybean,黑龙江,2019,家庭用工折价,487.53,123.44,pdf_patch:2020.pdf
soybean,黑龙江,2019,工具材料费,2.25,1.32,pdf_patch:2020.pdf
soybean,黑龙江,2019,平均出售价格,196.745,174.69,pdf_patch:2020.pdf
soybean,黑龙江,2019,总成本,760.09,725.83,pdf_patch:2020.pdf
soybean,黑龙江,2019,每亩化肥折纯用量,10.75,10.35,pdf_patch:2020.pdf
soybean,黑龙江,2019,每亩化肥用量,10.75,10.35,pdf_patch:2020.pdf
soybean,黑龙江,2019,每亩用工数量,5.64,1.85,pdf_patch:2020.pdf
soybean,黑龙江,2019,每亩种子用量,5.5,4.98,pdf_patch:2020.pdf
soybean,黑龙江,2019,生产成本,679.29,374.01,pdf_patch:2020.pdf
soybean,黑龙江,2019,种子费,34.68,28.33,pdf_patch:2020.pdf
soybean,内蒙古,2020,主产品产值,626.93,542.23,pdf_patch:2021.pdf
soybean,内蒙古,2020,主产品产量,152.2,109.52,pdf_patch:2021.pdf
soybean,内蒙古,2020,产值合计,628.94,559.74,pdf_patch:2021.pdf
soybean,内蒙古,2020,人工成本,267.57,70.73,pdf_patch:2021.pdf
soybean,内蒙古,2020,农药费,25.17,20.53,pdf_patch:2021.pdf
soybean,内蒙古,2020,土地成本,300.18,208.69,pdf_patch:2021.pdf
soybean,内蒙古,2020,家庭用工天数,2.68,0.56,pdf_patch:2021.pdf
soybean,内蒙古,2020,家庭用工折价,240.94,50.45,pdf_patch:2021.pdf
soybean,内蒙古,2020,工具材料费,3.89,2.39,pdf_patch:2021.pdf
soybean,内蒙古,2020,平均出售价格,226.755,247.55,pdf_patch:2021.pdf
soybean,内蒙古,2020,总成本,719.5,492.29,pdf_patch:2021.pdf
soybean,内蒙古,2020,排灌费,0.95,0.15,pdf_patch:2021.pdf
soybean,内蒙古,2020,每亩用工数量,2.92,0.72,pdf_patch:2021.pdf
soybean,内蒙古,2020,流转地租金,82.67,33.89,pdf_patch:2021.pdf
soybean,内蒙古,2020,生产成本,419.32,283.6,pdf_patch:2021.pdf
soybean,内蒙古,2020,种子费,43.35,37.66,pdf_patch:2021.pdf
soybean,内蒙古,2020,自营地折租,217.51,174.8,pdf_patch:2021.pdf
soybean,内蒙古,2020,雇工天数,0.24,0.16,pdf_patch:2021.pdf
soybean,内蒙古,2020,雇工费用,26.63,20.28,pdf_patch:2021.pdf
soybean,吉林,2020,人工成本,457.2,299.5,pdf_patch:2021.pdf
soybean,吉林,2020,修理维护费,1.41,0.47,pdf_patch:2021.pdf
soybean,吉林,2020,家庭用工天数,5.09,1.81,pdf_patch:2021.pdf
soybean,吉林,2020,家庭用工折价,457.2,162.39,pdf_patch:2021.pdf
soybean,吉林,2020,工具材料费,2.89,2.02,pdf_patch:2021.pdf
soybean,吉林,2020,平均出售价格,274.56,268.91,pdf_patch:2021.pdf
soybean,吉林,2020,每亩用工数量,5.09,2.54,pdf_patch:2021.pdf
soybean,吉林,2020,每亩种子用量,5.02,3.46,pdf_patch:2021.pdf
soybean,山西,2020,主产品产值,1010.75,705.6,pdf_patch:2021.pdf
soybean,山西,2020,主产品产量,181.47,141.79,pdf_patch:2021.pdf
soybean,山西,2020,产值合计,1029.91,705.6,pdf_patch:2021.pdf
soybean,山西,2020,修理维护费,2.31,0.79,pdf_patch:2021.pdf
soybean,山西,2020,农药费,30.6,6.11,pdf_patch:2021.pdf
soybean,山西,2020,固定资产折旧,3.25,0.89,pdf_patch:2021.pdf
soybean,山西,2020,平均出售价格,263.655,248.82,pdf_patch:2021.pdf
soybean,山西,2020,排灌费,13.91,9.47,pdf_patch:2021.pdf
soybean,山西,2020,自营地折租,177.59,169.75,pdf_patch:2021.pdf
soybean,河北,2020,农药费,27.42,16.89,pdf_patch:2021.pdf
soybean,河北,2020,固定资产折旧,4.08,3.77,pdf_patch:2021.pdf
soybean,河北,2020,土地成本,263.35,209.21,pdf_patch:2021.pdf
soybean,河北,2020,平均出售价格,268.38,266.11,pdf_patch:2021.pdf
soybean,河北,2020,每亩种子用量,6.12,5.5,pdf_patch:2021.pdf
soybean,河北,2020,种子费,48.16,45.96,pdf_patch:2021.pdf
soybean,河北,2020,自营地折租,215.04,209.21,pdf_patch:2021.pdf
soybean,辽宁,2020,修理维护费,1.27,0.94,pdf_patch:2021.pdf
soybean,辽宁,2020,固定资产折旧,4.1,1.49,pdf_patch:2021.pdf
soybean,辽宁,2020,家庭用工天数,2.25,2.21,pdf_patch:2021.pdf
soybean,辽宁,2020,家庭用工折价,202.25,198.48,pdf_patch:2021.pdf
soybean,辽宁,2020,工具材料费,2.62,2.21,pdf_patch:2021.pdf
soybean,辽宁,2020,每亩种子用量,6.2,3.61,pdf_patch:2021.pdf
soybean,辽宁,2020,燃料动力费,3.81,0.31,pdf_patch:2021.pdf
soybean,辽宁,2020,种子费,66.29,41.38,pdf_patch:2021.pdf
soybean,辽宁,2020,雇工工价,120.0,110.52,pdf_patch:2021.pdf
soybean,黑龙江,2020,人工成本,512.41,193.36,pdf_patch:2021.pdf
soybean,黑龙江,2020,修理维护费,2.41,0.06,pdf_patch:2021.pdf
soybean,黑龙江,2020,固定资产折旧,2.66,0.26,pdf_patch:2021.pdf
soybean,黑龙江,2020,家庭用工天数,5.71,1.43,pdf_patch:2021.pdf
soybean,黑龙江,2020,家庭用工折价,512.41,128.64,pdf_patch:2021.pdf
soybean,黑龙江,2020,工具材料费,2.29,1.29,pdf_patch:2021.pdf
soybean,黑龙江,2020,平均出售价格,225.48,231.64,pdf_patch:2021.pdf
soybean,黑龙江,2020,每亩用工数量,5.71,1.92,pdf_patch:2021.pdf
soybean,黑龙江,2020,每亩种子用量,5.74,5.3,pdf_patch:2021.pdf
soybean,黑龙江,2020,生产成本,702.52,417.59,pdf_patch:2021.pdf
soybean,黑龙江,2020,种子费,36.95,30.45,pdf_patch:2021.pdf
soybean,内蒙古,2022,主产品产值,926.34,706.61,pdf_patch:2023.pdf
soybean,内蒙古,2022,主产品产量,156.22,127.74,pdf_patch:2023.pdf
soybean,内蒙古,2022,产值合计,935.5,725.1,pdf_patch:2023.pdf
soybean,内蒙古,2022,人工成本,265.17,81.71,pdf_patch:2023.pdf
soybean,内蒙古,2022,农家肥费,8.57,0.25,pdf_patch:2023.pdf
soybean,内蒙古,2022,农药费,51.84,27.32,pdf_patch:2023.pdf
soybean,内蒙古,2022,土地成本,318.62,238.88,pdf_patch:2023.pdf
soybean,内蒙古,2022,家庭用工天数,2.56,0.6,pdf_patch:2023.pdf
soybean,内蒙古,2022,家庭用工折价,243.59,57.28,pdf_patch:2023.pdf
soybean,内蒙古,2022,工具材料费,4.47,1.7,pdf_patch:2023.pdf
soybean,内蒙古,2022,平均出售价格,286.535,276.58,pdf_patch:2023.pdf
soybean,内蒙古,2022,总成本,802.39,577.74,pdf_patch:2023.pdf
soybean,内蒙古,2022,排灌费,8.94,0.23,pdf_patch:2023.pdf
soybean,内蒙古,2022,每亩用工数量,2.77,0.76,pdf_patch:2023.pdf
soybean,内蒙古,2022,流转地租金,92.17,42.56,pdf_patch:2023.pdf
soybean,内蒙古,2022,生产成本,483.77,338.86,pdf_patch:2023.pdf
soybean,内蒙古,2022,种子费,61.57,47.09,pdf_patch:2023.pdf
soybean,内蒙古,2022,自营地折租,226.45,196.32,pdf_patch:2023.pdf
soybean,内蒙古,2022,雇工天数,0.21,0.16,pdf_patch:2023.pdf
soybean,吉林,2022,人工成本,507.09,257.71,pdf_patch:2023.pdf
soybean,吉林,2022,修理维护费,1.4,0.59,pdf_patch:2023.pdf
soybean,吉林,2022,家庭用工天数,5.32,1.8,pdf_patch:2023.pdf
soybean,吉林,2022,家庭用工折价,507.09,171.73,pdf_patch:2023.pdf
soybean,吉林,2022,工具材料费,3.11,2.28,pdf_patch:2023.pdf
soybean,吉林,2022,平均出售价格,303.29,285.19,pdf_patch:2023.pdf
soybean,吉林,2022,每亩用工数量,5.32,2.43,pdf_patch:2023.pdf
soybean,吉林,2022,每亩种子用量,5.54,3.34,pdf_patch:2023.pdf
soybean,吉林,2022,生产成本,585.1,554.67,pdf_patch:2023.pdf
soybean,吉林,2022,种子费,39.97,37.7,pdf_patch:2023.pdf
soybean,山西,2022,主产品产值,1155.45,808.18,pdf_patch:2023.pdf
soybean,山西,2022,主产品产量,176.91,142.58,pdf_patch:2023.pdf
soybean,山西,2022,产值合计,1175.55,808.18,pdf_patch:2023.pdf
soybean,山西,2022,修理维护费,2.17,0.66,pdf_patch:2023.pdf
soybean,山西,2022,农家肥费,12.9,7.82,pdf_patch:2023.pdf
soybean,山西,2022,农药费,32.68,5.59,pdf_patch:2023.pdf
soybean,山西,2022,固定资产折旧,3.05,1.18,pdf_patch:2023.pdf
soybean,山西,2022,土地成本,211.92,195.31,pdf_patch:2023.pdf
soybean,山西,2022,工具材料费,2.66,2.33,pdf_patch:2023.pdf
soybean,山西,2022,平均出售价格,304.985,283.41,pdf_patch:2023.pdf
soybean,山西,2022,排灌费,8.52,8.05,pdf_patch:2023.pdf
soybean,山西,2022,自营地折租,208.96,176.77,pdf_patch:2023.pdf
soybean,山西,2022,雇工工价,92.34,85.6,pdf_patch:2023.pdf
soybean,河北,2022,农药费,34.95,19.02,pdf_patch:2023.pdf
soybean,河北,2022,固定资产折旧,5.15,3.61,pdf_patch:2023.pdf
soybean,河北,2022,土地成本,293.77,211.9,pdf_patch:2023.pdf
soybean,河北,2022,平均出售价格,298.175,294.16,pdf_patch:2023.pdf
soybean,河北,2022,每亩种子用量,6.39,5.06,pdf_patch:2023.pdf
soybean,河北,2022,种子费,72.42,55.37,pdf_patch:2023.pdf
soybean,河北,2022,自营地折租,227.72,211.9,pdf_patch:2023.pdf
soybean,河北,2022,雇工工价,126.3,92.27,pdf_patch:2023.pdf
soybean,辽宁,2022,修理维护费,1.33,0.78,pdf_patch:2023.pdf
soybean,辽宁,2022,固定资产折旧,4.25,1.44,pdf_patch:2023.pdf
soybean,辽宁,2022,工具材料费,2.66,2.31,pdf_patch:2023.pdf
soybean,辽宁,2022,平均出售价格,307.545,292.73,pdf_patch:2023.pdf
soybean,辽宁,2022,每亩种子用量,6.47,3.53,pdf_patch:2023.pdf
soybean,辽宁,2022,燃料动力费,6.33,0.55,pdf_patch:2023.pdf
soybean,辽宁,2022,种子费,102.34,46.38,pdf_patch:2023.pdf
soybean,黑龙江,2022,人工成本,573.52,174.16,pdf_patch:2023.pdf
soybean,黑龙江,2022,修理维护费,2.44,0.1,pdf_patch:2023.pdf
soybean,黑龙江,2022,固定资产折旧,2.72,0.18,pdf_patch:2023.pdf
soybean,黑龙江,2022,家庭用工天数,6.02,1.43,pdf_patch:2023.pdf
soybean,黑龙江,2022,家庭用工折价,573.52,136.28,pdf_patch:2023.pdf
soybean,黑龙江,2022,工具材料费,2.42,1.37,pdf_patch:2023.pdf
