进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,公司,贸易方式,运输方式,贸易伙伴名称,商品1996编码,货币
进口,2015.0,10039000,其他大麦,5159598.0,18000000.0,千克,安徽安粮国际发展有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,83175.0,315000.0,千克,广州麦芽有限公司,一般贸易,其它运输代码修正,阿根廷,hs100300,usd
进口,2015.0,10051000,种用玉米,494.0,45.0,千克,上海种业(集团)有限公司,一般贸易,航空运输,阿根廷,hs100510,usd
进口,2015.0,10079000,其他食用高梁,19585655.0,80015000.0,千克,广东俊杰农产品有限公司,一般贸易,其它运输代码修正,阿根廷,hs100700,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,99096.0,52000.0,千克,北京爱地科技有限公司,一般贸易,其它运输代码修正,巴西,hs230330,usd
进口,2015.0,10039000,其他大麦,23100290.0,63834215.0,千克,大连兴泽制麦有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10039000,其他大麦,1834464.0,4852279.0,千克,宁波麦芽有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10021000,种用黑麦,1816.0,173.0,千克,北京金色谷雨种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,德国,hs100200,usd
进口,2015.0,10051000,种用玉米,230116.0,8820.0,千克,北京亘青种子有限公司,一般贸易,航空运输,智利,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,37681045.0,180499360.0,千克,中粮粮油有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,62.0,113.0,千克,中粮天津粮油进出口公司,一般贸易,航空运输,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,1292460.0,5238188.0,千克,大成万达(天津)有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,2679295.0,11151844.0,千克,辽宁大成农牧实业有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10071000,种用食用高梁,2560.0,360.0,千克,北京金色谷雨种业科技有限公司,一般贸易,航空运输,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,149441034.0,540791620.0,千克,中国国投国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,19424588.0,73259741.0,千克,天津农垦龙呈嘉益国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,10595.0,41549.0,千克,五寨县汇丰贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3002312.0,11552950.0,千克,朗信(张家港保税区)贸易有限公,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,5353251.0,20000000.0,千克,浙江省粮油食品进出口股份有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,60748100.0,222026310.0,千克,安徽安粮国际发展有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,12925869.0,46620000.0,千克,厦门夏商粮食发展有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,648373.0,2412531.0,千克,厦门汇沣实业有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,49606667.0,175296298.0,千克,烟台泰隆物产工贸有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,547896.0,1921384.0,千克,青岛天普阳光商贸有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,2017932.0,6890051.0,千克,佛山市顺德区广顺饲料有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,12409488.0,43784522.0,千克,佛山市顺德天天饲料有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,17573733.0,65487000.0,千克,广东金禾面粉有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,507566.0,1513470.0,千克,,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,311484.0,1010757.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,55398.0,233049.0,千克,上海铭城进出口有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1287600.0,5647817.0,千克,上海市食品进出口公司浦东公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2182381.0,7305595.0,千克,上海益海商贸有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,53475874.0,191847644.0,千克,新谷(上海)贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,63151.0,322883.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,97311612.0,312635032.0,千克,上海易久易国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1560199.0,5519898.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,33743181.0,116667875.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,19846528.0,66031742.0,千克,厦门成大进出口贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,906190.0,3005619.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,15779.0,52598.0,千克,青岛谊丰进出口有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,53082904.0,176293742.0,千克,山东新希望六和集团有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1763028.0,5485013.0,千克,淄博农昌生物技术有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,4687222.0,16861330.0,千克,日照市大海水产有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1540713.0,6581108.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,24325922.0,90903787.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10039000,其他大麦,14639215.0,61090615.0,千克,恒天创业投资有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10039000,其他大麦,559546.0,1747370.0,千克,盐城海越麦芽有限公司,一般贸易,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,1874126.0,11200043.0,千克,绥芬河综合保税区宝福农产品发展有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10051000,种用玉米,9858.0,396.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,智利,hs100510,usd
进口,2015.0,10039000,其他大麦,4779244.0,19999000.0,千克,上海良友(集团)有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,2608336.0,11430000.0,千克,万向资源有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10049000,其他燕麦,843.0,61.0,千克,重庆港腾供应链管理有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,美国,hs100400,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,4470000.0,20000000.0,千克,深圳赤湾港航股份有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10039000,其他大麦,45734936.0,149981230.0,千克,北京燕京啤酒股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,20335923.0,69036890.0,千克,永顺泰（秦皇岛）麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,30925676.0,114657960.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,5745295.0,21340000.0,千克,新谷(上海)贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,18339900.0,64453025.0,千克,永顺泰(宝应)麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,7393033.0,26250000.0,千克,泰州市正阳麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,857495.0,3144290.0,千克,安徽丰原国际货运有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,17285996.0,66279050.0,千克,厦门建发原材料贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,3993227.0,14789130.0,千克,厦门汇沣实业有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,155325.0,584380.0,千克,日照恒信工贸公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10049000,其他燕麦,293810.0,1022840.0,千克,澳尤威(上海)贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10079000,其他食用高梁,42139939.0,148729000.0,千克,中国国投国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,5133644.0,17930090.0,千克,常州机械设备进出口有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,8218285.0,30124940.0,千克,安徽安粮国际发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,268347.0,998300.0,千克,青岛星芒贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,24308869.0,70992000.0,千克,湖北劲牌保健酒业有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,4219546.0,14834420.0,千克,成都特驱澳佳投资有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10041000,种用燕麦,320084.0,498960.0,千克,北京猛犸种业有限公司,一般贸易,其它运输代码修正,美国,hs100400,usd
进口,2015.0,10059000,玉米，种用除外,13533017.0,12946273.0,千克,辽宁盛和沣贸易有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,955299.0,4008974.0,千克,大成农牧(铁岭)有限公司,一般贸易,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10079000,其他食用高梁,2183325.0,7500000.0,千克,,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3027646.0,10221226.0,千克,上海浦耀贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,36998750.0,136112085.0,千克,江苏民康油脂有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,12292716.0,42948455.0,千克,杭州中耀粮油有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,9261586.0,33000000.0,千克,,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3812102.0,13526578.0,千克,湛江嘉冠禾贸易有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,49500972.0,170794527.0,千克,,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,10079000,其他食用高梁,27705691.0,96742699.0,千克,广州植之元油脂实业有限公司,一般贸易,其它运输代码修正,美国,hs100700,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,37979846.0,128568074.0,千克,中牧实业股份有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1517686.0,5053386.0,千克,上海晶源投资管理有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2492335.0,9844714.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,777867.0,3891216.0,千克,南通华源饲料有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,20440194.0,68126679.0,千克,安徽丰原国际货运有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1688392.0,6439932.0,千克,厦门国贸集团股份有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,259488.0,977269.0,千克,青岛港嘉国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2897317.0,12318913.0,千克,青岛市胜大商贸有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1477387.0,6735356.0,千克,山东鸿进国际商务有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,595135.0,1958268.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,4632202.0,17176471.0,千克,日照昌久国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,661852.0,2155604.0,千克,日照屯银贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,2750157.0,9067875.0,千克,青岛德信环宇国际贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,1593078.0,5042266.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,6147350.0,20528647.0,千克,广州建发贸易有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,212094.0,1048824.0,千克,,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,10397022.0,30726046.0,千克,通威集团有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,10718589.0,33131413.0,千克,成都通威实业有限公司,一般贸易,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10059000,玉米，种用除外,21.0,6.0,千克,,除一般贸易及加工贸易外合计（代码修正）,航空运输,荷兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,8635699.0,39276850.0,千克,中粮生物化学（安徽）股份有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,9063178.0,40085808.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,20013374.0,101593000.0,千克,深圳赤湾港航股份有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10039000,其他大麦,65280101.0,243065650.0,千克,中粮粮油有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,19350659.0,70389810.0,千克,天津服装进出口股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,35517738.0,128869000.0,千克,东方国际集团上海市对外贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,2131937.0,7749390.0,千克,光明米业集团上海国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,43746845.0,141714564.0,千克,盐城海越麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,276074.0,985240.0,千克,浙江华腾牧业有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,6318179.0,23495470.0,千克,安徽丰原国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,8822359.0,28745076.0,千克,烟台市海越麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,1722856.0,6600000.0,千克,广东新粮实业有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,29006905.0,106400000.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10049000,其他燕麦,432093.0,1237830.0,千克,广东金祥食品有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10079000,其他食用高梁,15178276.0,54986220.0,千克,中粮粮油有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,35691081.0,126281000.0,千克,恒天创业投资有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,285846.0,998040.0,千克,天津惠光国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,5033931.0,18748270.0,千克,阜新淞航粮油贸易有限责任公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,9634237.0,30000000.0,千克,上海上实国际贸易(集团)有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,141999.0,489300.0,千克,南京邦农国际贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3525572.0,11950010.0,千克,安徽安粮实业发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,10352600.0,36900000.0,千克,厦门建发农产品有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,1384380.0,4981090.0,千克,日照东辰企业集团有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,570254.0,1992360.0,千克,湖南宝仪贸易发展有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,20492896.0,69463780.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10039000,其他大麦,4826735.0,16153000.0,千克,广州麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10039000,其他大麦,228703.0,1017500.0,千克,澳尤威(上海)贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,6726093.0,20160000.0,千克,宁波麦芽有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,153804.0,514640.0,千克,建发物流集团有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10039000,其他大麦,27007343.0,98530890.0,千克,厦门象屿股份有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10049000,其他燕麦,873574.0,2649220.0,千克,深圳市粤茂进出口贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10079000,其他食用高梁,1117903.0,3993840.0,千克,澳尤威(上海)贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,3394857.0,11834860.0,千克,日照宏达进出口有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,8470228.0,29974760.0,千克,深圳市福加德谷物有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,2309328.0,7674730.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,24077.0,70500.0,千克,,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10079000,其他食用高梁,105144.0,366840.0,千克,甘肃中仕达贸易有限公司,一般贸易,其它运输代码修正,澳大利亚,hs100700,usd
进口,2015.0,10059000,玉米，种用除外,34084822.0,157000000.0,千克,通辽梅花生物科技有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10039000,其他大麦,65232009.0,209791890.0,千克,宁波麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,1037298.0,3605000.0,千克,腾冲县金鑫经贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,缅甸,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,1749277.0,5450000.0,千克,瑞丽市德佑贸易有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,缅甸,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,42399.0,130100.0,千克,普洱景美经贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,07141010,鲜木薯,93807.0,1500000.0,千克,麻栗坡萍新边贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,43995.0,200000.0,千克,麻栗坡天保淀粉加工有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10039000,其他大麦,11678688.0,40523198.0,千克,宁波麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,124911.0,512980.0,千克,,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,16038471.0,72259747.0,千克,中粮生物化学（安徽）股份有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,33922482.0,149999000.0,千克,山东西王生化科技有限公司,加工贸易（代码修正）,其它运输代码修正,乌克兰,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,316336.0,489888.0,千克,上海海天龙国际物流有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,277560.0,968773.0,千克,上海浦贸国际货运代理有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs100590,usd
进口,2015.0,23033000,酿造及蒸馏过程中的糟粕及残渣,3829654.0,13954374.0,千克,,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,美国,hs230330,usd
进口,2015.0,10051000,种用玉米,482.0,20.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,新西兰,hs100510,usd
进口,2015.0,10039000,其他大麦,23036477.0,73150890.0,千克,广州麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,澳大利亚,hs100300,usd
进口,2015.0,10059000,玉米，种用除外,1906029.0,8000000.0,千克,瑞丽市坤龙贸易有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,缅甸,hs100590,usd
进口,2015.0,10051000,种用玉米,710.0,132.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,以色列,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,79694.0,254870.0,千克,西双版纳顺源边贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,07141010,鲜木薯,26965.0,330000.0,千克,文山天保生物科技有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,18030.0,103586.0,千克,红河大源边贸有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,10051000,种用玉米,5039.0,1417.0,千克,哈尔滨市益农种业有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,法国,hs100510,usd
进口,2015.0,10059000,玉米，种用除外,431468.0,2920588.0,千克,绥芬河综合保税区明艳国际货物运输代理有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,俄罗斯联邦,hs100590,usd
进口,2015.0,10039000,其他大麦,182259.0,644025.0,千克,欧麦(保定)麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,法国,hs100300,usd
进口,2015.0,10051000,种用玉米,6511.0,782.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,阿根廷,hs100510,usd
进口,2015.0,10051000,种用玉米,351.0,6.0,千克,北京奥立沃种业科技有限公司,除一般贸易及加工贸易外合计（代码修正）,航空运输,巴西,hs100510,usd
进口,2015.0,10039000,其他大麦,15592400.0,46165799.0,千克,宁波麦芽有限公司,加工贸易（代码修正）,其它运输代码修正,加拿大,hs100300,usd
进口,2015.0,10049000,其他燕麦,720360.0,2292525.0,千克,东莞市日隆食品有限公司,加工贸易（代码修正）,其它运输代码修正,澳大利亚,hs100400,usd
进口,2015.0,10059000,玉米，种用除外,167983.0,533300.0,千克,云南农垦云橡投资有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,14567.0,44700.0,千克,云南雷林橡胶有限责任公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,10059000,玉米，种用除外,346998.0,1112800.0,千克,西双版纳莎喱嘎进出口有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,老挝,hs100590,usd
进口,2015.0,07141020,木薯干,7333677.0,31966440.0,千克,北海新中利贸易有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,244059.0,1300000.0,千克,金平祥源边贸有限责任公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
进口,2015.0,07141020,木薯干,230942.0,1050000.0,千克,文山天保生物科技有限公司,除一般贸易及加工贸易外合计（代码修正）,其它运输代码修正,越南,hs071410,usd
